"Lot.Frontage","Lot.Area","Neighborhood","Year.Built","Garage.Type","Garage.Finish","Garage.Cars","Paved.Drive","Full.Bath","X1st.Flr.SF","X2nd.Flr.SF","Bedroom.AbvGr","SalePrice"
50,8765,"IDOTRR",1936,"Detchd","Unf",1,"Y",1,951,0,2,106500
74,9990,"Mitchel",1991,"Attchd","Unf",2,"Y",2,1689,0,3,228500
59,5568,"Crawfor",2006,"Attchd","Fin",2,"Y",2,1625,0,2,375000
50,7175,"SawyerW",1990,"Attchd","RFn",2,"Y",2,1398,0,2,172000
62,7006,"IDOTRR",1925,"Detchd","Unf",1,"Y",2,788,448,3,127000
74,9620,"Mitchel",1977,"Attchd","Unf",2,"Y",2,1285,0,3,190000
53,6720,"Crawfor",1921,"Detchd","Unf",1,"Y",1,851,585,3,141500
,10364,"Gilbert",1995,"BuiltIn","Fin",2,"Y",2,806,766,3,168000
50,7000,"IDOTRR",1926,"Detchd","Fin",2,"Y",1,861,424,3,145400
65,8450,"CollgCr",2003,"Attchd","RFn",2,"Y",2,856,854,3,208500
88,7990,"CollgCr",1975,"Detchd","Unf",1,"Y",1,924,0,3,110000
49,5820,"OldTown",1955,"Attchd","Unf",1,"Y",1,1163,0,3,126175
67,8777,"Edwards",1910,,,0,"P",1,796,0,2,85000
102,12671,"ClearCr",1954,"Attchd","Fin",2,"Y",3,2422,0,4,255000
67,10656,"Timber",2006,"Attchd","RFn",3,"Y",2,1646,0,3,248900
80,9250,"NAmes",1954,"Attchd","Unf",1,"Y",1,1056,0,3,139400
80,10800,"NWAmes",1963,"Attchd","Fin",1,"Y",1,1052,0,3,127000
75,11235,"Sawyer",1964,"Detchd","Unf",2,"Y",1,1452,0,2,158450
,12513,"NAmes",1920,"Attchd","Unf",1,"Y",2,1281,457,4,104900
80,8700,"NAmes",1963,"Attchd","RFn",2,"Y",2,1128,0,3,155000
100,21750,"Mitchel",1954,"Attchd","RFn",2,"N",1,988,0,2,113000
,7939,"SawyerW",2000,"BuiltIn","Fin",4,"Y",4,1168,1619,6,269500
70,9100,"Sawyer",1963,"Detchd","Unf",2,"Y",2,1728,0,6,125000
79,9492,"NAmes",1941,"Attchd","Unf",1,"Y",1,968,408,3,105000
65,6040,"Edwards",1955,,,0,"N",2,1152,0,2,82000
88,11134,"NoRidge",1992,"Attchd","RFn",3,"Y",2,1402,823,4,285000
60,7200,"NAmes",1951,"Detchd","Unf",2,"Y",1,876,0,2,94000
61,8800,"CollgCr",1977,"Detchd","Unf",2,"Y",2,1040,0,3,150500
,8396,"Gilbert",2003,"BuiltIn","Fin",2,"Y",2,847,1139,4,213000
65,7150,"NAmes",1966,"Detchd","Unf",1,"Y",1,988,0,3,129250
75,10425,"NAmes",1956,"Attchd","RFn",1,"Y",1,1104,0,3,133000
95,13618,"Timber",2005,"Attchd","Fin",3,"Y",2,1960,0,3,320000
60,6000,"BrkSide",1924,"Attchd","Fin",1,"Y",1,822,320,3,93000
,2117,"Somerst",2000,"Detchd","Unf",2,"Y",2,756,756,2,168500
85,11103,"CollgCr",2006,"Attchd","Fin",2,"Y",2,728,728,3,155835
,14067,"Gilbert",1991,"Attchd","Fin",2,"Y",2,851,858,3,185000
58,10110,"NridgHt",2008,"Attchd","Fin",3,"Y",2,1866,0,2,336860
78,10335,"Sawyer",1968,"Attchd","RFn",2,"Y",2,1721,0,3,180000
60,10200,"IDOTRR",1925,"Detchd","Unf",1,"N",1,572,0,2,75000
69,11737,"BrkSide",1924,"Detchd","Unf",1,"Y",1,1017,810,2,202500
21,1526,"MeadowV",1970,"Attchd","Unf",1,"Y",1,630,0,1,86000
34,3903,"NridgHt",2005,"Attchd","RFn",2,"Y",1,1302,0,1,200000
51,6171,"SWISU",1925,"Detchd","Unf",1,"Y",2,1160,448,3,137450
71,9230,"NAmes",1965,"Detchd","Unf",2,"Y",1,1200,0,1,146000
34,3628,"Somerst",2004,"Attchd","RFn",2,"Y",1,1143,0,1,176400
77,9206,"SawyerW",1985,"Attchd","Fin",2,"Y",2,977,755,3,178000
44,3843,"Crawfor",2007,"Attchd","Fin",2,"Y",2,1648,0,2,230000
80,13384,"Mitchel",1969,"Attchd","RFn",1,"Y",1,1360,0,3,140000
150,215245,"Timber",1965,"Attchd","RFn",2,"Y",2,2036,0,3,375000
65,8944,"NAmes",1967,"Detchd","Unf",3,"Y",2,1584,0,4,124000
21,1890,"MeadowV",1972,,,0,"Y",1,630,0,1,81000
21,1680,"BrDale",1972,"Detchd","Unf",1,"Y",1,483,504,2,97000
,15295,"CollgCr",1996,"Attchd","RFn",2,"Y",2,1212,780,3,211000
54,7223,"Crawfor",1926,"Detchd","Unf",1,"Y",1,1422,0,3,136500
,7010,"BrkSide",1935,"Detchd","Unf",1,"P",2,1144,594,3,153000
55,5687,"SWISU",1912,,,0,"N",2,936,780,6,135900
70,10759,"Sawyer",1972,"Detchd","Unf",2,"Y",2,1001,640,4,140000
63,10475,"Mitchel",1991,"Detchd","Unf",2,"Y",1,624,650,3,136000
78,10140,"NWAmes",1974,"Attchd","RFn",2,"Y",2,1350,0,3,165000
,12285,"NAmes",1960,"Attchd","Unf",2,"Y",1,1329,0,3,176000
60,6756,"OldTown",1910,"Detchd","Unf",1,"P",1,899,0,2,78000
85,11058,"CollgCr",2007,"Attchd","RFn",3,"Y",2,1564,0,3,218836
,10825,"NWAmes",1983,"Attchd","Unf",2,"Y",2,1260,0,3,181900
72,8640,"Somerst",2007,"Attchd","Fin",2,"Y",2,896,896,3,255000
70,7000,"NAmes",1962,,,0,"Y",1,1025,0,3,124000
,5271,"ClearCr",1986,"Attchd","RFn",2,"Y",1,1453,0,2,190000
60,8520,"OldTown",1928,"Detchd","Unf",2,"Y",1,720,0,2,105900
72,10463,"Gilbert",2005,"Attchd","Fin",3,"Y",2,901,900,3,239900
80,10032,"NAmes",1959,"Attchd","Unf",2,"Y",1,1580,0,3,159500
60,6204,"SWISU",1912,"Detchd","Unf",1,"Y",1,954,795,5,118500
73,9803,"Timber",2009,"Attchd","RFn",2,"Y",2,1214,0,2,179781
,13869,"Gilbert",1997,"Attchd","Fin",2,"Y",2,794,676,3,177000
77,9786,"NAmes",1962,"Attchd","RFn",2,"Y",1,1085,649,3,159000
42,14892,"Gilbert",2006,"Attchd","Fin",3,"Y",2,1746,0,3,377500
60,7879,"IDOTRR",1920,,,0,"N",1,720,0,2,34900
75,9532,"NAmes",1953,"Attchd","Fin",1,"Y",1,1647,0,3,153000
61,7380,"StoneBr",1998,"Attchd","Fin",2,"Y",2,1478,0,2,240000
80,8000,"NAmes",1959,"Attchd","RFn",1,"Y",1,1183,0,3,138000
59,8263,"IDOTRR",1920,"Detchd","Unf",1,"Y",1,1012,0,2,118400
77,8335,"Edwards",1954,,,0,"N",1,1124,0,3,93000
88,11443,"Timber",2005,"Attchd","RFn",3,"Y",2,2028,0,2,369900
60,10800,"OldTown",1939,"Detchd","Unf",2,"Y",2,676,676,4,149000
21,1680,"BrDale",1972,"Detchd","Unf",1,"Y",1,672,546,3,118000
60,8088,"Edwards",1922,"Detchd","Unf",1,"N",1,498,0,1,35000
,13006,"Gilbert",1997,"BuiltIn","Fin",2,"Y",2,993,1243,4,222000
86,11500,"Crawfor",1936,"Attchd","Fin",1,"Y",1,1020,1037,3,250000
,10532,"ClearCr",1960,"Basment","Unf",2,"Y",2,1721,0,3,145000
67,8308,"Edwards",1963,"Detchd","Unf",2,"P",1,1088,0,2,110000
50,5633,"OldTown",1925,"Detchd","Unf",1,"N",1,844,0,2,111500
60,10800,"OldTown",1920,"Detchd","Unf",2,"Y",1,1130,0,2,120000
71,8838,"NAmes",1957,"Attchd","Fin",1,"Y",2,1764,0,4,100000
70,9800,"CollgCr",1972,"Attchd","Unf",2,"Y",1,894,0,3,149900
70,7000,"NAmes",1961,"Attchd","Fin",1,"Y",1,925,0,3,99000
60,6000,"BrkSide",1941,"Detchd","Unf",2,"Y",1,869,349,3,131000
82,9452,"NoRidge",1997,"Attchd","Fin",3,"Y",2,1407,985,3,348000
60,6000,"SWISU",1926,,,0,"P",2,1008,0,4,102000
,10382,"NWAmes",1973,"Attchd","RFn",2,"Y",2,1107,983,3,200000
104,13518,"NridgHt",2008,"BuiltIn","Fin",3,"Y",3,1966,1174,4,485000
70,8750,"CollgCr",1996,"Attchd","RFn",2,"Y",2,909,807,2,191000
124,18600,"Edwards",1938,"Attchd","RFn",1,"Y",2,1052,558,4,124000
65,6012,"Edwards",1955,,,0,"N",2,1152,0,2,82000
75,9000,"Somerst",2007,"BuiltIn","Fin",2,"Y",2,1184,1426,4,303477
,9130,"NWAmes",1966,"Attchd","Unf",2,"Y",1,800,832,4,173000
,12104,"Gilbert",2006,"Attchd","RFn",3,"Y",3,1082,1240,4,287602
21,1533,"MeadowV",1970,,,0,"Y",1,630,0,1,92000
80,13600,"NAmes",1955,"Attchd","Fin",1,"Y",1,1056,0,3,125000
65,10237,"Gilbert",2005,"Attchd","Fin",2,"Y",2,783,701,3,178900
75,8235,"Sawyer",1977,"Attchd","RFn",2,"Y",2,1949,0,6,157000
95,13015,"CollgCr",1996,"Attchd","RFn",2,"Y",1,1100,0,3,145000
70,10171,"NridgHt",2004,"Attchd","RFn",2,"Y",2,1535,0,3,214000
62,8010,"NAmes",1958,"Detchd","Unf",2,"Y",1,951,0,2,143500
,36500,"ClearCr",1964,"Attchd","Unf",2,"N",2,1582,0,4,190000
79,11646,"CollgCr",2005,"Attchd","Fin",2,"Y",2,704,718,3,173000
50,7000,"OldTown",1924,"Attchd","Unf",1,"Y",2,865,445,2,112000
53,5470,"OldTown",1958,"Attchd","Unf",1,"Y",1,792,0,2,99900
,17199,"NAmes",1961,"Basment","Unf",1,"Y",1,914,0,2,128000
70,8750,"NAmes",1955,"Attchd","Unf",1,"Y",1,1382,0,3,153000
50,8600,"IDOTRR",1937,"Detchd","Unf",1,"N",2,780,596,3,119500
103,13472,"NridgHt",2003,"Attchd","Fin",3,"Y",2,2392,0,3,386250
70,8120,"NAmes",1970,"Detchd","Unf",2,"Y",1,864,0,3,124500
54,7609,"Crawfor",1925,"Detchd","Unf",1,"P",2,798,714,3,231000
67,13300,"Gilbert",2004,"BuiltIn","Fin",2,"Y",2,744,630,3,184500
80,10000,"NWAmes",1973,"Attchd","Unf",2,"Y",1,1178,0,3,157000
128,39290,"Edwards",2008,"Attchd","Fin",3,"Y",2,5095,0,2,183850
80,10400,"NWAmes",1976,"Attchd","RFn",2,"Y",2,1370,0,3,152000
94,13615,"NridgHt",2006,"Attchd","Fin",3,"Y",2,1802,0,3,372000
78,10452,"Crawfor",1941,"Attchd","Unf",1,"Y",1,1225,908,4,257500
45,8248,"Edwards",1914,,,0,"N",1,864,0,2,67000
75,13500,"OldTown",1879,"Attchd","Unf",2,"N",2,1312,1142,3,185000
60,6600,"NAmes",1962,"Detchd","Unf",1,"Y",1,864,0,2,125500
62,7415,"Gilbert",2004,"Attchd","Fin",2,"Y",2,864,729,3,193000
,23730,"Mitchel",1996,"Attchd","Fin",3,"Y",3,2032,0,3,300000
,7750,"Gilbert",2002,"BuiltIn","Fin",2,"Y",2,779,640,3,184100
100,25000,"Mitchel",1967,"Attchd","Unf",2,"P",2,1632,0,4,143000
60,10800,"OldTown",1900,,,0,"N",2,694,600,3,106250
80,9600,"NAmes",1955,"BuiltIn","RFn",1,"Y",1,1661,0,3,165500
,7500,"NAmes",1959,"Attchd","RFn",1,"Y",1,1040,0,3,152000
60,12900,"Sawyer",1969,"CarPort","Unf",2,"Y",0,1258,0,0,108959
68,7379,"Somerst",2000,"Attchd","RFn",2,"Y",2,975,873,3,254000
36,2592,"MeadowV",1976,"Attchd","Unf",1,"Y",1,536,576,3,85000
90,9900,"NAmes",1967,"Attchd","Unf",2,"Y",1,1691,0,2,175000
84,10084,"CollgCr",2005,"Attchd","RFn",3,"Y",2,1552,0,3,212900
63,12292,"StoneBr",2006,"BuiltIn","Fin",3,"Y",2,1102,1371,4,356383
21,1484,"MeadowV",1972,"Attchd","Unf",1,"Y",1,546,546,3,79400
50,9350,"Edwards",1946,"Detchd","Unf",1,"Y",1,892,747,3,154400
51,6120,"BrkSide",1935,"Detchd","Unf",1,"Y",1,989,584,3,133000
67,8777,"Edwards",1910,"Attchd","Unf",2,"Y",2,760,676,3,98000
,12155,"NAmes",1970,"Attchd","Unf",2,"Y",2,1657,0,3,163500
60,8172,"Edwards",1955,"Detchd","Unf",2,"N",1,864,0,3,79275
70,9109,"SawyerW",1994,"Attchd","RFn",2,"Y",2,754,786,3,184000
110,14230,"NridgHt",2007,"Attchd","RFn",3,"Y",2,1600,0,3,256300
195,41600,"Gilbert",1969,"2Types","Unf",3,"N",1,1424,0,3,155000
61,10125,"Gilbert",2004,"Attchd","Fin",2,"Y",2,846,748,3,195500
75,9750,"CollgCr",2000,"Attchd","Unf",2,"Y",2,1630,0,3,213000
50,7500,"NAmes",1947,"Detchd","Unf",2,"Y",1,900,412,3,127000
50,9000,"IDOTRR",1937,"Detchd","Unf",1,"P",1,780,595,3,141000
82,12464,"CollgCr",1996,"Detchd","Unf",2,"Y",1,1040,0,3,152000
79,9085,"NoRidge",1995,"Attchd","Fin",2,"Y",2,1094,967,3,260000
70,7000,"Somerst",2003,"Attchd","RFn",2,"Y",2,1016,868,3,240900
65,8450,"CollgCr",2003,"Attchd","RFn",2,"Y",2,1337,0,3,185000
40,4671,"StoneBr",1988,"Attchd","Fin",2,"Y",2,1228,0,2,189000
94,12883,"NridgHt",2009,"Attchd","RFn",3,"Y",2,1544,0,3,290941
50,7288,"IDOTRR",1925,,,0,"N",2,936,665,3,129850
80,3523,"Somerst",2006,"Attchd","Fin",2,"Y",2,1151,0,2,166000
76,12887,"Mitchel",1984,"Attchd","Unf",2,"Y",1,833,0,2,149900
85,9350,"NAmes",1964,"Attchd","Fin",2,"Y",1,720,720,4,157500
60,12450,"SawyerW",2003,"Detchd","Unf",2,"Y",1,1094,0,3,149000
42,10331,"Timber",1985,"Attchd","Unf",2,"Y",2,1240,0,3,174000
75,9937,"Edwards",1964,"Detchd","Fin",2,"Y",1,1486,0,3,167000
52,6240,"BrkSide",1928,"Detchd","Unf",1,"Y",1,1042,534,3,149000
66,3960,"OldTown",1930,"Detchd","Unf",1,"N",1,502,502,2,105000
,11616,"Sawyer",1962,"Attchd","Unf",1,"Y",1,1092,0,3,139000
67,8368,"Timber",2006,"Attchd","Fin",2,"Y",2,1689,0,3,231713
74,9627,"Mitchel",1993,"Attchd","Fin",3,"Y",2,996,1004,3,188000
21,1680,"BrDale",1971,"Detchd","Unf",1,"Y",1,483,504,2,85400
70,9100,"CollgCr",2000,"Attchd","RFn",2,"Y",2,1525,0,3,235000
40,3951,"Somerst",2009,"Detchd","RFn",2,"Y",2,612,612,2,164500
112,12606,"Somerst",2007,"Attchd","RFn",3,"Y",2,1530,0,3,250000
60,6931,"Edwards",2003,"BuiltIn","Fin",2,"Y",2,760,896,3,165400
65,8125,"NAmes",1959,"Detchd","Unf",1,"Y",1,864,0,3,118000
64,7804,"SWISU",1930,"Detchd","Unf",2,"Y",2,960,960,4,161900
56,10134,"OldTown",1910,,,0,"N",1,801,646,3,103000
119,10895,"NAmes",1955,"Attchd","Unf",1,"Y",1,972,0,3,122500
63,10928,"Gilbert",2005,"Attchd","Fin",2,"Y",2,728,728,3,184000
60,7500,"Gilbert",1999,"Attchd","Fin",2,"Y",3,957,1342,5,204000
,7703,"Sawyer",1978,"Basment","Fin",2,"Y",1,1034,0,3,153000
70,8750,"CollgCr",1997,"Attchd","Unf",2,"Y",2,1417,0,3,210000
89,10858,"NAmes",1952,"Attchd","RFn",1,"Y",1,1624,0,2,146500
24,2645,"Somerst",1999,"Detchd","Unf",2,"Y",2,764,677,2,174000
64,6410,"Edwards",1958,,,0,"Y",1,960,0,3,90000
96,11308,"NridgHt",2008,"Attchd","Fin",3,"Y",2,1130,1054,3,335000
,21695,"Crawfor",1988,"Attchd","Fin",2,"Y",2,1680,0,3,222000
69,8973,"NAmes",1958,"2Types","RFn",2,"Y",1,1053,0,3,150000
,7252,"Sawyer",1982,"Detchd","Unf",2,"Y",1,858,0,2,134900
80,10800,"NAmes",1961,"Attchd","RFn",2,"Y",2,1773,0,3,183000
79,9236,"CollgCr",1997,"Attchd","RFn",2,"Y",2,1494,0,3,217000
,9819,"Mitchel",1977,"Attchd","RFn",2,"Y",2,1567,0,2,196000
108,13173,"NridgHt",2006,"Attchd","Fin",2,"Y",2,1652,0,2,325000
34,3230,"Somerst",1999,"Detchd","Unf",2,"Y",2,729,729,2,176000
,4217,"Somerst",2008,"Attchd","Fin",2,"Y",1,1256,0,1,195000
51,6120,"BrkSide",1931,"Detchd","Unf",1,"Y",1,875,0,2,105000
100,10839,"Gilbert",1997,"Attchd","Fin",2,"Y",2,926,678,3,181000
,6853,"Timber",2001,"Attchd","Fin",2,"Y",2,1296,0,2,220000
,11250,"CollgCr",2001,"Attchd","RFn",2,"Y",2,944,926,3,211000
83,10184,"NAmes",1963,"Attchd","Unf",1,"Y",1,1146,0,3,165000
,13650,"Sawyer",1958,"Attchd","Unf",2,"Y",2,1252,668,4,172500
75,9533,"NAmes",1953,"Attchd","Fin",1,"Y",1,1210,0,2,102900
,4447,"Somerst",2003,"Attchd","RFn",2,"Y",2,530,550,2,139000
74,7785,"NAmes",1956,"Attchd","RFn",1,"Y",1,1014,0,2,98000
44,6371,"NridgHt",2009,"Attchd","RFn",2,"Y",2,1358,0,2,224000
115,21286,"Sawyer",1948,"Attchd","Unf",1,"Y",2,720,551,4,135000
58,9098,"Edwards",1920,,,0,"N",1,605,0,2,86000
84,14260,"NoRidge",2000,"Attchd","RFn",3,"Y",2,1145,1053,4,250000
85,12633,"Timber",2006,"Attchd","Fin",3,"Y",2,1824,0,3,392000
,8530,"Gilbert",1995,"BuiltIn","Fin",2,"Y",2,804,670,3,168500
74,7632,"SawyerW",2005,"Attchd","RFn",2,"Y",2,831,754,3,184900
,10304,"NWAmes",1976,"Attchd","Unf",2,"Y",2,1088,780,4,197500
,9636,"Gilbert",1992,"BuiltIn","RFn",2,"Y",2,808,785,3,178000
60,16012,"Edwards",1954,"2Types","Unf",2,"Y",2,1482,0,3,125000
80,8146,"OldTown",1900,"Detchd","Unf",1,"N",1,717,322,2,114000
79,9541,"NridgHt",2009,"Attchd","RFn",2,"Y",2,1502,0,3,233170
60,7500,"IDOTRR",1920,"Detchd","RFn",2,"Y",1,698,430,2,68400
98,8731,"BrkSide",1920,"Detchd","Unf",2,"Y",1,1167,0,3,144000
,13355,"NWAmes",1971,"Attchd","Fin",2,"Y",1,845,825,4,170000
65,7153,"SawyerW",1992,"Attchd","RFn",2,"Y",2,810,793,3,175900
78,11419,"NAmes",1948,"Attchd","Unf",2,"Y",1,801,726,3,152500
77,9278,"Mitchel",2007,,,0,"Y",1,1092,0,2,146000
70,7000,"NAmes",1960,"Attchd","RFn",1,"Y",1,1134,0,2,135000
74,12961,"Mitchel",1993,"Attchd","Fin",2,"Y",2,1152,645,3,231000
,19900,"NAmes",1970,"Attchd","RFn",2,"Y",2,2207,0,3,180000
75,14559,"NAmes",1951,"CarPort","Unf",1,"Y",1,1363,0,2,164900
73,9735,"Timber",2006,"BuiltIn","Fin",2,"Y",2,754,640,3,167500
52,46589,"NoRidge",1994,"Attchd","RFn",3,"Y",2,1686,762,4,402000
60,5400,"OldTown",1921,"Detchd","Unf",1,"Y",1,1073,0,2,108480
60,11414,"BrkSide",1910,"Detchd","Unf",2,"Y",1,1136,883,3,167500
58,8410,"Edwards",1910,,,0,"N",1,658,526,5,81000
88,10738,"NWAmes",1966,"Attchd","RFn",2,"Y",2,1093,0,3,158500
35,4017,"Somerst",2006,"Detchd","Fin",2,"Y",2,625,625,2,171900
66,8712,"IDOTRR",1952,"Basment","Unf",2,"N",1,1044,0,2,55993
,5062,"StoneBr",1984,"Attchd","Fin",2,"Y",2,1190,900,3,207500
52,8741,"Edwards",1946,,,0,"N",2,1195,0,4,98500
,9930,"CollgCr",2002,"Attchd","Fin",2,"Y",2,878,884,3,222000
118,35760,"NoRidge",1995,"Attchd","Fin",3,"Y",3,1831,1796,4,625000
70,8425,"Sawyer",1971,"Detchd","Unf",2,"Y",1,868,0,2,119900
78,11344,"NAmes",1958,"Attchd","Unf",1,"Y",1,874,650,3,144000
66,9042,"Crawfor",1941,"Attchd","RFn",1,"Y",2,1188,1152,4,266500
80,8000,"NAmes",1959,"Attchd","RFn",1,"Y",1,1256,0,3,159000
153,4118,"OldTown",1941,,,0,"N",1,693,0,2,52500
76,11388,"Edwards",1910,"Detchd","Unf",1,"N",1,1055,218,3,121000
,7655,"Gilbert",1993,"Attchd","RFn",2,"Y",2,910,732,3,168000
74,16287,"Edwards",1925,"Detchd","Unf",2,"N",1,901,450,3,122000
130,11700,"NWAmes",1968,"Attchd","Fin",2,"Y",1,1295,0,3,164000
108,14774,"NoRidge",1999,"BuiltIn","Fin",3,"Y",2,1422,1177,4,333168
66,13695,"SawyerW",2003,"Detchd","Unf",2,"Y",1,1114,0,3,155000
35,4251,"Somerst",2006,"Detchd","RFn",2,"Y",2,625,625,2,164700
54,7244,"Mitchel",1970,"Detchd","Unf",2,"Y",1,768,0,2,129500
53,3684,"Blmngtn",2007,"Attchd","Fin",3,"Y",2,1555,0,2,174000
85,13600,"OldTown",1900,"Detchd","Unf",2,"Y",2,1422,915,5,90000
24,2308,"NPkVill",1976,"Detchd","RFn",2,"Y",2,804,744,3,146000
60,7200,"OldTown",1910,"Detchd","Unf",2,"Y",2,930,760,4,156500
,6718,"Timber",2001,"Attchd","Unf",2,"Y",2,1312,0,2,180500
70,8445,"CollgCr",1972,"Detchd","Unf",2,"Y",1,768,0,2,133000
60,6911,"BrkSide",1924,"Detchd","Unf",2,"Y",1,1301,0,2,100000
51,6120,"OldTown",1923,"Detchd","Unf",1,"Y",1,1068,0,2,109500
60,8147,"StoneBr",2005,"Attchd","Fin",2,"Y",2,1714,0,2,318000
60,10320,"IDOTRR",1912,"Detchd","Unf",2,"N",1,759,0,1,85000
36,3640,"Greens",1980,"Detchd","Fin",2,"Y",1,1036,0,1,188000
,11275,"Crawfor",1932,"Detchd","Unf",2,"Y",1,1096,895,3,220000
100,21750,"Mitchel",1960,"Attchd","Unf",2,"Y",1,1771,0,3,115000
34,5381,"NridgHt",2005,"Attchd","RFn",2,"Y",2,1306,0,1,196000
131,14828,"NridgHt",2004,"Attchd","Fin",3,"Y",2,1780,0,2,378000
39,5389,"StoneBr",1995,"Attchd","RFn",2,"Y",2,1616,0,2,236500
85,9350,"NAmes",1961,"Attchd","RFn",2,"Y",1,1313,0,3,153000
107,12888,"Sawyer",1937,"Attchd","Fin",2,"Y",1,1262,1005,3,219000
120,13200,"IDOTRR",1963,"Attchd","Unf",2,"Y",3,1497,797,5,202500
60,11340,"OldTown",1920,"Detchd","Unf",2,"N",1,723,363,2,55000
90,11988,"NAmes",1957,"Attchd","Unf",1,"Y",1,1244,0,3,150000
44,3842,"Crawfor",2004,"Attchd","Fin",2,"Y",2,1646,0,2,275000
80,10400,"NWAmes",1967,"Attchd","RFn",2,"Y",2,1271,1369,5,256900
50,5000,"BrkSide",1926,"Detchd","Unf",1,"Y",1,1013,0,3,113000
48,3480,"NridgHt",2003,"Attchd","RFn",2,"Y",2,1405,0,2,173000
55,10267,"BrkSide",1918,"Detchd","Fin",1,"N",1,838,0,2,130000
85,11475,"NAmes",1958,"Detchd","Unf",3,"Y",2,1776,0,4,110000
59,9434,"Gilbert",2004,"BuiltIn","Fin",2,"Y",2,744,630,3,170000
40,13673,"Sawyer",1962,"Attchd","RFn",1,"Y",1,1696,0,3,143900
93,12299,"NWAmes",1978,"Attchd","Fin",2,"Y",2,1664,0,3,213000
64,13053,"BrkSide",1923,"Detchd","Unf",2,"N",1,1053,795,4,207000
90,9900,"OldTown",1880,"Detchd","Unf",1,"N",2,1178,1032,5,117500
72,9392,"IDOTRR",1900,,,0,"N",1,797,0,2,44000
60,7200,"IDOTRR",1925,"Detchd","Unf",2,"Y",1,1040,0,2,127500
50,8000,"NAmes",1948,"Detchd","Unf",1,"Y",1,972,0,2,132000
70,13300,"NAmes",1956,"Attchd","Unf",1,"Y",1,928,0,2,132000
26,5858,"NAmes",1999,"Attchd","Fin",2,"Y",2,1337,0,2,184000
,10400,"CollgCr",2001,"Attchd","RFn",2,"Y",2,1290,871,3,230500
60,10800,"Edwards",1987,,,0,"Y",3,1200,0,3,179000
,12735,"NAmes",1972,"Detchd","Unf",2,"Y",1,864,0,3,111250
82,8410,"Mitchel",1974,"Attchd","Unf",2,"Y",1,1026,0,2,143000
,7500,"Somerst",2000,"Attchd","Fin",2,"Y",2,1058,816,3,220000
80,10400,"NWAmes",1988,"Attchd","Fin",2,"Y",2,1872,0,3,241500
32,3363,"Edwards",2004,"Detchd","Unf",2,"Y",2,976,732,3,130000
67,4853,"SWISU",1924,"Detchd","Unf",1,"Y",2,1296,0,2,104000
70,9658,"NridgHt",2006,"Attchd","RFn",3,"Y",2,1606,0,3,255900
85,11003,"Somerst",2008,"Attchd","Fin",3,"Y",2,1026,981,3,310000
,7424,"Sawyer",1978,"Attchd","Fin",2,"Y",1,1373,0,3,160250
60,5400,"OldTown",1920,"Detchd","Unf",1,"Y",1,1044,0,3,119000
62,10106,"Edwards",1940,,,0,"Y",2,808,547,4,127500
42,3964,"MeadowV",1973,"Attchd","Fin",2,"Y",2,1291,1230,5,151400
76,10612,"Somerst",2006,"Attchd","Fin",2,"Y",2,1534,0,3,215000
46,3672,"IDOTRR",1922,"Detchd","Unf",1,"N",1,816,0,2,75200
80,10682,"Edwards",1960,"2Types","Fin",1,"Y",1,1149,0,3,127000
,12511,"NWAmes",1978,"Attchd","Fin",4,"Y",2,1420,1420,4,292500
80,8800,"NAmes",1963,"Attchd","RFn",2,"Y",1,1054,0,3,137500
,15387,"NWAmes",1967,"Attchd","Unf",2,"Y",2,1620,0,4,215000
60,18062,"StoneBr",2006,"BuiltIn","Fin",3,"Y",3,1528,1862,5,545224
78,10530,"NWAmes",1993,"Attchd","Unf",2,"Y",2,1091,984,3,255000
72,9129,"Mitchel",1977,"Attchd","Fin",2,"Y",1,1008,0,1,153500
74,13101,"NAmes",1965,"Detchd","Unf",2,"Y",2,1728,0,6,142600
94,22136,"OldTown",1925,"Attchd","RFn",3,"N",2,1392,1248,5,180000
76,8243,"NAmes",1961,"Detchd","Fin",2,"Y",1,964,0,3,137500
60,7800,"SawyerW",1965,"Detchd","Unf",1,"Y",1,965,0,3,119900
51,6120,"BrkSide",1939,"Detchd","Unf",1,"Y",1,884,0,2,113000
,8826,"CollgCr",2000,"Attchd","Fin",2,"Y",2,985,857,3,217500
,21533,"CollgCr",1996,"Attchd","Unf",2,"Y",2,1065,984,4,210900
62,7692,"Edwards",1954,"Basment","Unf",1,"Y",1,1204,0,3,100000
80,8000,"Somerst",2002,"Attchd","RFn",2,"Y",2,1492,0,3,230000
48,12137,"CollgCr",1998,"Attchd","RFn",2,"Y",2,1661,0,3,224900
,7915,"Timber",1999,"Attchd","RFn",2,"Y",2,1675,0,3,195000
72,8640,"Somerst",2009,"Attchd","Unf",2,"Y",2,764,783,3,215200
60,7200,"OldTown",1910,"Detchd","Unf",2,"Y",2,1260,1031,4,133900
,12227,"NWAmes",1977,"Attchd","Fin",2,"Y",2,1542,1330,4,272000
50,5500,"OldTown",1929,"Detchd","Unf",2,"Y",1,926,0,3,130000
43,3182,"Blmngtn",2005,"Attchd","Fin",2,"Y",2,1504,0,1,181000
,10448,"NWAmes",1972,"Attchd","RFn",2,"Y",2,1378,741,3,158000
,9316,"Sawyer",1965,"Attchd","Unf",1,"Y",2,1020,0,3,124100
